name,connected,uptime,wifi_strength,bytesReceived,bytesSent,packetsLost
appletv,0,71805,0,1815185659,1906973647,3813947
school-laptop,0,71805,0,463031,463057,926
home,0,71865,0,4007943694,2162863956,4325727
desktopfamily,0,71865,0,600581505,600602974,1201205
dadpc,0,71865,0,600598453,600591009,1201182
regulartv,0,71865,0,1796,1767,3
printer,1,71865,0,18627,9175,18
camera,0,71865,0,96379,392441,784
xbox,0,71865,0,0,0,0
iphone,0,71865,-1,3633198,3513890,7027
googlepixel,0,71865,-1,3575880,3555084,7110
voipphone,0,71865,0,247436,270554,541
nest,0,71865,0,8853,18557,37
toaster,0,71865,0,9128,17886,35
smokedetector,0,71865,0,18915,8779,17
chromecast,0,71865,0,1428844103,1376265183,2752530
appletv,0,71865,0,1815185659,1906973647,3813947
school-laptop,0,71865,0,463174,463231,926
home,0,71925,0,4007954795,2162875258,4325750
desktopfamily,0,71925,0,600582724,600604015,1201208
dadpc,0,71925,0,600600044,600592336,1201184
regulartv,0,71925,0,1798,1768,3
printer,1,71925,0,18646,9175,18
camera,0,71925,0,96440,392645,785
xbox,0,71925,0,0,0,0
iphone,0,71925,-1,3636825,3518855,7037
googlepixel,0,71925,-1,3578975,3558749,7117
voipphone,0,71925,0,247451,270600,541
nest,0,71925,0,8861,18575,37
toaster,0,71925,0,9134,17900,35
smokedetector,0,71925,0,18918,8792,17
chromecast,0,71925,0,1428844103,1376265186,2752530
appletv,0,71925,0,1815185659,1906973647,3813947
school-laptop,0,71925,0,463254,463288,926
home,0,71985,0,4007963548,2162879890,4325759
desktopfamily,0,71985,0,600583400,600604230,1201208
dadpc,0,71985,0,600600600,600592780,1201185
regulartv,0,71985,0,1800,1770,3
printer,1,71985,0,18670,9181,18
camera,0,71985,0,96561,394348,788
xbox,0,71985,0,0,0,0
iphone,0,71985,-1,3639055,3524442,7048
googlepixel,0,71985,-1,3583343,3564455,7128
voipphone,0,71985,0,247468,270652,541
nest,0,71985,0,8876,18593,37
toaster,0,71985,0,9145,17900,35
smokedetector,0,71985,0,18932,8801,17
chromecast,0,71985,0,1428844105,1376265187,2752530
appletv,0,71985,0,1815185659,1906973647,3813947
school-laptop,0,71985,0,463270,463301,926
home,0,72045,0,4007970794,2162884156,4325768
desktopfamily,0,72045,0,600584616,600605038,1201210
dadpc,0,72045,0,600602046,600593910,1201187
regulartv,0,72045,0,1801,1771,3
printer,1,72045,0,18688,9186,18
camera,0,72045,0,96717,394442,788
xbox,0,72045,0,0,0,0
iphone,0,72045,-1,3641680,3524717,7049
googlepixel,0,72045,-1,3583947,3570266,7140
voipphone,0,72045,0,247476,270697,541
nest,0,72045,0,8877,18593,37
toaster,0,72045,0,9158,17930,35
smokedetector,0,72045,0,18951,8809,17
chromecast,0,72045,0,1428844105,1376265188,2752530
appletv,0,72045,0,1815185659,1906973647,3813947
school-laptop,0,72045,0,463304,463351,926
home,0,72105,0,4007976322,2162887824,4325775
desktopfamily,0,72105,0,600587666,600608686,1201217
dadpc,0,72105,0,600604837,600597463,1201194
regulartv,0,72105,0,1804,1773,3
printer,1,72105,0,18691,9193,18
camera,0,72105,0,96753,394609,789
xbox,0,72105,0,0,0,0
iphone,0,72105,-1,3644239,3527211,7054
googlepixel,0,72105,-1,3587573,3574796,7149
voipphone,0,72105,0,247533,270704,541
nest,0,72105,0,8887,18595,37
toaster,0,72105,0,9165,17954,35
smokedetector,0,72105,0,18966,8824,17
chromecast,0,72105,0,1428844107,1376265188,2752530
appletv,0,72105,0,1815185659,1906973647,3813947
school-laptop,0,72105,0,463451,463524,927
home,0,72165,0,4007987397,2162901102,4325802
desktopfamily,0,72165,0,600594513,600614920,1201229
dadpc,0,72165,0,600611445,600603875,1201207
regulartv,0,72165,0,1807,1776,3
printer,1,72165,0,18698,9204,18
camera,0,72165,0,96834,396275,792
xbox,0,72165,0,0,0,0
iphone,0,72165,-1,3644864,3527318,7054
googlepixel,0,72165,-1,3592497,3580451,7160
voipphone,0,72165,0,247590,270756,541
nest,0,72165,0,8890,18618,37
toaster,0,72165,0,9176,17977,35
smokedetector,0,72165,0,18993,8825,17
chromecast,0,72165,0,1428844109,1376265188,2752530
appletv,0,72165,0,1815185659,1906973647,3813947
school-laptop,0,72165,0,463774,463849,927
home,0,72225,0,4008004963,2162926890,4325853
desktopfamily,0,72225,0,600606019,600626843,1201253
dadpc,0,72225,0,600622806,600614828,1201229
regulartv,0,72225,0,1809,1776,3
printer,1,72225,0,18718,9214,18
camera,0,72225,0,96927,396333,792
xbox,0,72225,0,0,0,0
iphone,0,72225,-1,3649826,3531802,7063
googlepixel,0,72225,-1,3597669,3583496,7166
voipphone,0,72225,0,247611,270811,541
nest,0,72225,0,8901,18637,37
toaster,0,72225,0,9176,17994,35
smokedetector,0,72225,0,19016,8836,17
chromecast,0,72225,0,1428844109,1376265189,2752530
appletv,0,72225,0,1815185659,1906973647,3813947
school-laptop,0,72225,0,464329,464428,928
home,0,72285,0,4008035317,2162968188,4325936
desktopfamily,0,72285,0,600623348,600644269,1201288
dadpc,0,72285,0,600639858,600632643,1201265
regulartv,0,72285,0,1811,1778,3
printer,1,72285,0,18748,9219,18
camera,0,72285,0,96950,396589,793
xbox,0,72285,0,0,0,0
iphone,0,72285,-1,3654407,3534193,7068
googlepixel,0,72285,-1,3600235,3588777,7177
voipphone,0,72285,0,247625,270834,541
nest,0,72285,0,8911,18661,37
toaster,0,72285,0,9183,18011,36
smokedetector,0,72285,0,19029,8838,17
chromecast,0,72285,0,1428844109,1376265189,2752530
appletv,0,72285,0,1815185659,1906973647,3813947
school-laptop,0,72285,0,465226,465293,930
home,0,72345,0,4008073588,2163032096,4326064
desktopfamily,0,72345,0,600648171,600668916,1201337
dadpc,0,72345,0,600664970,600657325,1201314
regulartv,0,72345,0,1812,1779,3
printer,1,72345,0,18779,9226,18
camera,0,72345,0,97021,396783,793
xbox,0,72345,0,0,0,0
iphone,0,72345,-1,3658821,3539921,7079
googlepixel,0,72345,-1,3600349,3589847,7179
voipphone,0,72345,0,247648,270886,541
nest,0,72345,0,8915,18681,37
toaster,0,72345,0,9195,18011,36
smokedetector,0,72345,0,19033,8849,17
chromecast,0,72345,0,1428844112,1376265192,2752530
appletv,0,72345,0,1815185659,1906973647,3813947
school-laptop,0,72345,0,466476,466522,933
home,0,72405,0,4008123864,2163121252,4326242
desktopfamily,0,72405,0,600682273,600702935,1201405
dadpc,0,72405,0,600699066,600690567,1201381
regulartv,0,72405,0,1815,1782,3
printer,1,72405,0,18799,9238,18
camera,0,72405,0,97045,397176,794
xbox,0,72405,0,0,0,0
iphone,0,72405,-1,3658899,3543657,7087
googlepixel,0,72405,-1,3606133,3595142,7190
voipphone,0,72405,0,247655,270927,541
nest,0,72405,0,8928,18699,37
toaster,0,72405,0,9196,18026,36
smokedetector,0,72405,0,19055,8853,17
chromecast,0,72405,0,1428844115,1376265193,2752530
appletv,0,72405,0,1815185659,1906973647,3813947
school-laptop,0,72405,0,468180,468209,936
home,0,72465,0,4008192136,2163243056,4326486
desktopfamily,0,72465,0,600725769,600746367,1201492
dadpc,0,72465,0,600742305,600734613,1201469
regulartv,0,72465,0,1815,1783,3
printer,1,72465,0,18825,9252,18
camera,0,72465,0,97161,397310,794
xbox,0,72465,0,0,0,0
iphone,0,72465,-1,3663624,3545167,7090
googlepixel,0,72465,-1,3608073,3597629,7195
voipphone,0,72465,0,247679,270962,541
nest,0,72465,0,8930,18703,37
toaster,0,72465,0,9210,18048,36
smokedetector,0,72465,0,19077,8859,17
chromecast,0,72465,0,1428844118,1376265194,2752530
appletv,0,72465,0,1815185659,1906973647,3813947
school-laptop,0,72465,0,470367,470384,940
home,0,72525,0,4008278350,2163400784,4326801
desktopfamily,0,72525,0,600780669,600801839,1201603
dadpc,0,72525,0,600797191,600789183,1201578
regulartv,0,72525,0,1815,1786,3
printer,1,72525,0,18840,9262,18
camera,0,72525,0,97266,397557,795
xbox,0,72525,0,0,0,0
iphone,0,72525,-1,3667803,3549119,7098
googlepixel,0,72525,-1,3613923,3602010,7204
voipphone,0,72525,0,247718,271024,542
nest,0,72525,0,8943,18727,37
toaster,0,72525,0,9224,18052,36
smokedetector,0,72525,0,19097,8868,17
chromecast,0,72525,0,1428844119,1376265196,2752530
appletv,0,72525,0,1815185659,1906973647,3813947
school-laptop,0,72525,0,473126,473115,946
home,0,72585,0,4008388852,2163599328,4327198
desktopfamily,0,72585,0,600847932,600869511,1201739
dadpc,0,72585,0,600864520,600856262,1201712
regulartv,0,72585,0,1816,1789,3
printer,1,72585,0,18856,9274,18
camera,0,72585,0,97406,397799,795
xbox,0,72585,0,0,0,0
iphone,0,72585,-1,3673349,3551523,7103
googlepixel,0,72585,-1,3615845,3603534,7207
voipphone,0,72585,0,247774,271067,542
nest,0,72585,0,8945,18731,37
toaster,0,72585,0,9236,18069,36
smokedetector,0,72585,0,19116,8882,17
chromecast,0,72585,0,1428844122,1376265199,2752530
appletv,0,72585,0,1815185659,1906973647,3813947
school-laptop,0,72585,0,476493,476512,953
home,0,72645,0,4008519962,2163842342,4327684
desktopfamily,0,72645,0,600929338,600951041,1201902
dadpc,0,72645,0,600945957,600937157,1201874
regulartv,0,72645,0,1816,1790,3
printer,1,72645,0,18862,9281,18
camera,0,72645,0,97416,397991,795
xbox,0,72645,0,0,0,0
iphone,0,72645,-1,3677465,3556014,7112
googlepixel,0,72645,-1,3615870,3608367,7216
voipphone,0,72645,0,247791,271104,542
nest,0,72645,0,8960,18736,37
toaster,0,72645,0,9241,18069,36
smokedetector,0,72645,0,19130,8895,17
chromecast,0,72645,0,1428844125,1376265200,2752530
appletv,0,72645,0,1815185659,1906973647,3813947
school-laptop,0,72645,0,480536,480569,961
home,0,72705,0,4008673949,2164135068,4328270
desktopfamily,0,72705,0,601025065,601047239,1202094
dadpc,0,72705,0,601041742,601033639,1202067
regulartv,0,72705,0,1818,1790,3
printer,1,72705,0,18881,9296,18
camera,0,72705,0,97442,398094,796
xbox,0,72705,0,0,0,0
iphone,0,72705,-1,3683180,3558877,7117
googlepixel,0,72705,-1,3616104,3611757,7223
voipphone,0,72705,0,247833,271135,542
nest,0,72705,0,8972,18745,37
toaster,0,72705,0,9246,18094,36
smokedetector,0,72705,0,19140,8907,17
chromecast,0,72705,0,1428844125,1376265201,2752530
appletv,0,72705,0,1815185659,1906973647,3813947
school-laptop,0,72705,0,485333,485366,970
home,0,72765,0,4008856085,2164482104,4328964
desktopfamily,0,72765,0,601136752,601159243,1202318
dadpc,0,72765,0,601154043,601145970,1202291
regulartv,0,72765,0,1818,1793,3
printer,1,72765,0,18893,9306,18
camera,0,72765,0,97492,398132,796
xbox,0,72765,0,0,0,0
iphone,0,72765,-1,3685830,3564562,7129
googlepixel,0,72765,-1,3621191,3613399,7226
voipphone,0,72765,0,247884,271166,542
nest,0,72765,0,8983,18763,37
toaster,0,72765,0,9257,18105,36
smokedetector,0,72765,0,19151,8913,17
chromecast,0,72765,0,1428844125,1376265204,2752530
appletv,0,72765,0,1815185659,1906973647,3813947
school-laptop,0,72765,0,490907,490950,981
home,0,72825,0,4009069786,2164885998,4329771
desktopfamily,0,72825,0,601265870,601288228,1202576
dadpc,0,72825,0,601283069,601274772,1202549
regulartv,0,72825,0,1820,1794,3
printer,1,72825,0,18922,9310,18
camera,0,72825,0,97502,398858,797
xbox,0,72825,0,0,0,0
iphone,0,72825,-1,3688181,3568645,7137
googlepixel,0,72825,-1,3623590,3613466,7226
voipphone,0,72825,0,247930,271183,542
nest,0,72825,0,8996,18775,37
toaster,0,72825,0,9271,18127,36
smokedetector,0,72825,0,19160,8913,17
chromecast,0,72825,0,1428844127,1376265206,2752530
appletv,0,72825,0,1815185659,1906973647,3813947
school-laptop,0,72825,0,497362,497380,994
home,0,72885,0,4009312312,2165351330,4330702
desktopfamily,0,72885,0,601412678,601434748,1202869
dadpc,0,72885,0,601429942,601421469,1202842
regulartv,0,72885,0,1823,1794,3
printer,1,72885,0,18942,9325,18
camera,0,72885,0,97603,399128,798
xbox,0,72885,0,0,0,0
iphone,0,72885,-1,3693608,3571395,7142
googlepixel,0,72885,-1,3623854,3618086,7236
voipphone,0,72885,0,247958,271226,542
nest,0,72885,0,9008,18789,37
toaster,0,72885,0,9274,18140,36
smokedetector,0,72885,0,19191,8915,17
chromecast,0,72885,0,1428844127,1376265208,2752530
appletv,0,72885,0,1815185659,1906973647,3813947
school-laptop,0,72885,0,504686,504722,1009
home,0,72945,0,4009588517,2165879634,4331759
desktopfamily,0,72945,0,601578600,601600647,1203201
dadpc,0,72945,0,601595987,601587501,1203175
regulartv,0,72945,0,1823,1796,3
printer,1,72945,0,18965,9331,18
camera,0,72945,0,97687,399313,798
xbox,0,72945,0,0,0,0
iphone,0,72945,-1,3697906,3577043,7154
googlepixel,0,72945,-1,3627604,3622603,7245
voipphone,0,72945,0,248017,271231,542
nest,0,72945,0,9008,18818,37
toaster,0,72945,0,9281,18152,36
smokedetector,0,72945,0,19222,8918,17
chromecast,0,72945,0,1428844129,1376265209,2752530
appletv,0,72945,0,1815185659,1906973647,3813947
school-laptop,0,72945,0,512960,512999,1025
home,0,73005,0,4009902162,2166477458,4332954
desktopfamily,0,73005,0,601764299,601786178,1203572
dadpc,0,73005,0,601782175,601773440,1203546
regulartv,0,73005,0,1826,1798,3
printer,1,73005,0,18992,9335,18
camera,0,73005,0,97699,399358,798
xbox,0,73005,0,0,0,0
iphone,0,73005,-1,3700980,3582281,7164
googlepixel,0,73005,-1,3629017,3624202,7248
voipphone,0,73005,0,248038,271272,542
nest,0,73005,0,9021,18835,37
toaster,0,73005,0,9288,18157,36
smokedetector,0,73005,0,19243,8930,17
chromecast,0,73005,0,1428844130,1376265209,2752530
appletv,0,73005,0,1815185659,1906973647,3813947
school-laptop,0,73005,0,522244,522300,1044
home,0,73065,0,4010249349,2167146196,4334292
desktopfamily,0,73065,0,601971176,601992476,1203984
dadpc,0,73065,0,601988962,601979648,1203959
regulartv,0,73065,0,1828,1799,3
printer,1,73065,0,19009,9348,18
camera,0,73065,0,97709,399390,798
xbox,0,73065,0,0,0,0
iphone,0,73065,-1,3704411,3586829,7173
googlepixel,0,73065,-1,3632852,3629022,7258
voipphone,0,73065,0,248101,271321,542
nest,0,73065,0,9029,18849,37
toaster,0,73065,0,9302,18182,36
smokedetector,0,73065,0,19261,8939,17
chromecast,0,73065,0,1428844132,1376265209,2752530
appletv,0,73065,0,1815185659,1906973647,3813947
school-laptop,0,73065,0,532561,532607,1065
home,0,73125,0,4010637592,2167888788,4335777
desktopfamily,0,73125,0,602199306,602221101,1204442
dadpc,0,73125,0,602217298,602207441,1204414
regulartv,0,73125,0,1828,1800,3
printer,1,73125,0,19027,9358,18
camera,0,73125,0,97716,399698,799
xbox,0,73125,0,0,0,0
iphone,0,73125,-1,3705879,3587786,7175
googlepixel,0,73125,-1,3635381,3630618,7261
voipphone,0,73125,0,248141,271344,542
nest,0,73125,0,9039,18863,37
toaster,0,73125,0,9309,18184,36
smokedetector,0,73125,0,19290,8948,17
chromecast,0,73125,0,1428844135,1376265209,2752530
appletv,0,73125,0,1815185659,1906973647,3813947
school-laptop,0,73125,0,543993,544020,1088
home,0,73185,0,4011062400,2168710916,4337421
desktopfamily,0,73185,0,602450178,602471451,1204942
dadpc,0,73185,0,602467456,602458068,1204916
regulartv,0,73185,0,1831,1800,3
printer,1,73185,0,19044,9367,18
camera,0,73185,0,97865,399861,799
xbox,0,73185,0,0,0,0
iphone,0,73185,-1,3710411,3587992,7175
googlepixel,0,73185,-1,3637021,3636238,7272
voipphone,0,73185,0,248183,271352,542
nest,0,73185,0,9045,18869,37
toaster,0,73185,0,9314,18185,36
smokedetector,0,73185,0,19301,8955,17
chromecast,0,73185,0,1428844137,1376265211,2752530
appletv,0,73185,0,1815185659,1906973647,3813947
school-laptop,0,73185,0,556524,556567,1113
home,0,73245,0,4011530371,2169612984,4339225
desktopfamily,0,73245,0,602724147,602744841,1205489
dadpc,0,73245,0,602740660,602731875,1205463
regulartv,0,73245,0,1834,1801,3
printer,1,73245,0,19070,9375,18
camera,0,73245,0,98007,400166,800
xbox,0,73245,0,0,0,0
iphone,0,73245,-1,3715351,3590754,7181
googlepixel,0,73245,-1,3638774,3640237,7280
voipphone,0,73245,0,248241,271400,542
nest,0,73245,0,9059,18889,37
toaster,0,73245,0,9323,18200,36
smokedetector,0,73245,0,19326,8956,17
chromecast,0,73245,0,1428844138,1376265213,2752530
appletv,0,73245,0,1815185659,1906973647,3813947
school-laptop,0,73245,0,570188,570239,1140
home,0,73305,0,4012041399,2170598504,4341197
desktopfamily,0,73305,0,603021753,603041583,1206083
dadpc,0,73305,0,603038201,603028766,1206057
regulartv,0,73305,0,1837,1801,3
printer,1,73305,0,19083,9386,18
camera,0,73305,0,98124,400249,800
xbox,0,73305,0,0,0,0
iphone,0,73305,-1,3719941,3593763,7187
googlepixel,0,73305,-1,3644215,3641963,7283
voipphone,0,73305,0,248264,271461,542
nest,0,73305,0,9073,18908,37
toaster,0,73305,0,9323,18203,36
smokedetector,0,73305,0,19342,8957,17
chromecast,0,73305,0,1428844139,1376265213,2752530
appletv,0,73305,0,1815185659,1906973647,3813947
school-laptop,0,73305,0,585042,585118,1170
home,0,73365,0,4012599596,2171667212,4343334
desktopfamily,0,73365,0,603343375,603362442,1206724
dadpc,0,73365,0,603359975,603349754,1206699
regulartv,0,73365,0,1838,1801,3
printer,1,73365,0,19113,9400,18
camera,0,73365,0,98151,400363,800
xbox,0,73365,0,0,0,0
iphone,0,73365,-1,3721298,3597464,7194
googlepixel,0,73365,-1,3648631,3644053,7288
voipphone,0,73365,0,248313,271491,542
nest,0,73365,0,9073,18932,37
toaster,0,73365,0,9324,18213,36
smokedetector,0,73365,0,19353,8971,17
chromecast,0,73365,0,1428844141,1376265214,2752530
appletv,0,73365,0,1815185659,1906973647,3813947
school-laptop,0,73365,0,601103,601180,1202
home,0,73425,0,4013198411,2172822768,4345645
desktopfamily,0,73425,0,603689518,603708306,1207416
dadpc,0,73425,0,603705706,603696113,1207392
regulartv,0,73425,0,1841,1804,3
printer,1,73425,0,19138,9414,18
camera,0,73425,0,98188,400631,801
xbox,0,73425,0,0,0,0
iphone,0,73425,-1,3722167,3603374,7206
googlepixel,0,73425,-1,3650090,3645088,7290
voipphone,0,73425,0,248368,271493,542
nest,0,73425,0,9083,18938,37
toaster,0,73425,0,9332,18218,36
smokedetector,0,73425,0,19383,8980,17
chromecast,0,73425,0,1428844141,1376265217,2752530
appletv,0,73425,0,1815185659,1906973647,3813947
school-laptop,0,73425,0,618420,618462,1236
home,0,73485,0,4013838929,2174069282,4348138
desktopfamily,0,73485,0,604060145,604079580,1208159
dadpc,0,73485,0,604076521,604066866,1208133
regulartv,0,73485,0,1844,1807,3
printer,1,73485,0,19154,9418,18
camera,0,73485,0,98283,400652,801
xbox,0,73485,0,0,0,0
iphone,0,73485,-1,3725751,3606644,7213
googlepixel,0,73485,-1,3650117,3647663,7295
voipphone,0,73485,0,248401,271505,543
nest,0,73485,0,9094,18939,37
toaster,0,73485,0,9347,18248,36
smokedetector,0,73485,0,19408,8982,17
chromecast,0,73485,0,1428844142,1376265219,2752530
appletv,0,73485,0,1815185659,1906973647,3813947
school-laptop,0,73485,0,636950,637031,1274
home,0,73545,0,4014526334,2175404980,4350809
desktopfamily,0,73545,0,604456300,604475932,1208951
dadpc,0,73545,0,604473023,604462972,1208925
regulartv,0,73545,0,1844,1807,3
printer,1,73545,0,19159,9423,18
camera,0,73545,0,98334,400957,801
xbox,0,73545,0,0,0,0
iphone,0,73545,-1,3730156,3606850,7213
googlepixel,0,73545,-1,3650463,3650320,7300
voipphone,0,73545,0,248448,271563,543
nest,0,73545,0,9107,18960,37
toaster,0,73545,0,9360,18252,36
smokedetector,0,73545,0,19427,8994,17
chromecast,0,73545,0,1428844142,1376265222,2752530
appletv,0,73545,0,1815185659,1906973647,3813947
school-laptop,0,73545,0,656768,656872,1313
home,0,73606,0,4015261971,2176831962,4353663
desktopfamily,0,73606,0,604878890,604898479,1209796
dadpc,0,73606,0,604894864,604885204,1209770
regulartv,0,73606,0,1844,1808,3
printer,1,73606,0,19185,9429,18
camera,0,73606,0,98456,401168,802
xbox,0,73606,0,0,0,0
iphone,0,73606,-1,3734089,3609222,7218
googlepixel,0,73606,-1,3651471,3654339,7308
voipphone,0,73606,0,248493,271564,543
nest,0,73606,0,9112,18977,37
toaster,0,73606,0,9373,18261,36
smokedetector,0,73606,0,19452,8997,17
chromecast,0,73606,0,1428844143,1376265224,2752530
appletv,0,73606,0,1815185659,1906973647,3813947
school-laptop,0,73606,0,677862,677993,1355
home,0,73666,0,4016045603,2178352958,4356705
desktopfamily,0,73666,0,605327551,605346326,1210692
dadpc,0,73666,0,605343497,605333262,1210666
regulartv,0,73666,0,1847,1810,3
printer,1,73666,0,19201,9432,18
camera,0,73666,0,98463,401426,802
xbox,0,73666,0,0,0,0
iphone,0,73666,-1,3735042,3610863,7221
googlepixel,0,73666,-1,3652056,3659587,7319
voipphone,0,73666,0,248498,271573,543
nest,0,73666,0,9119,18981,37
toaster,0,73666,0,9376,18261,36
smokedetector,0,73666,0,19453,8997,17
chromecast,0,73666,0,1428844145,1376265224,2752530
appletv,0,73666,0,1815185659,1906973647,3813947
school-laptop,0,73666,0,700287,700396,1400
home,0,73726,0,4016874774,2179966060,4359932
desktopfamily,0,73726,0,605802254,605820307,1211640
dadpc,0,73726,0,605817931,605807349,1211614
regulartv,0,73726,0,1847,1810,3
printer,1,73726,0,19220,9445,18
camera,0,73726,0,98622,401575,803
xbox,0,73726,0,0,0,0
iphone,0,73726,-1,3737303,3615336,7230
googlepixel,0,73726,-1,3656532,3662284,7324
voipphone,0,73726,0,248547,271604,543
nest,0,73726,0,9129,18996,37
toaster,0,73726,0,9376,18289,36
smokedetector,0,73726,0,19472,9007,18
chromecast,0,73726,0,1428844147,1376265226,2752530
appletv,0,73726,0,1815185659,1906973647,3813947
school-laptop,0,73726,0,724005,724093,1448
home,0,73786,0,4017756639,2181672874,4363345
desktopfamily,0,73786,0,606302907,606321024,1212642
dadpc,0,73786,0,606317995,606308086,1212616
regulartv,0,73786,0,1850,1813,3
printer,1,73786,0,19250,9448,18
camera,0,73786,0,98683,401743,803
xbox,0,73786,0,0,0,0
iphone,0,73786,-1,3739694,3620491,7240
googlepixel,0,73786,-1,3656724,3666562,7333
voipphone,0,73786,0,248562,271666,543
nest,0,73786,0,9144,19010,38
toaster,0,73786,0,9378,18307,36
smokedetector,0,73786,0,19498,9007,18
chromecast,0,73786,0,1428844150,1376265229,2752530
appletv,0,73786,0,1815185659,1906973647,3813947
school-laptop,0,73786,0,749041,749104,1498
home,0,73846,0,4018682281,2183475804,4366951
desktopfamily,0,73846,0,606829515,606848094,1213696
dadpc,0,73846,0,606844296,606834339,1213668
regulartv,0,73846,0,1850,1814,3
printer,1,73846,0,19261,9460,18
camera,0,73846,0,98684,401794,803
xbox,0,73846,0,0,0,0
iphone,0,73846,-1,3744987,3624268,7248
googlepixel,0,73846,-1,3658284,3666955,7333
voipphone,0,73846,0,248621,271702,543
nest,0,73846,0,9151,19016,38
toaster,0,73846,0,9392,18328,36
smokedetector,0,73846,0,19502,9008,18
chromecast,0,73846,0,1428844150,1376265231,2752530
appletv,0,73846,0,1815185659,1906973647,3813947
school-laptop,0,73846,0,775376,775435,1550
home,0,73906,0,4019659854,2185371900,4370743
desktopfamily,0,73906,0,607382630,607400959,1214801
dadpc,0,73906,0,607397064,607386906,1214773
regulartv,0,73906,0,1852,1817,3
printer,1,73906,0,19275,9469,18
camera,0,73906,0,98694,401816,803
xbox,0,73906,0,0,0,0
iphone,0,73906,-1,3747103,3624339,7248
googlepixel,0,73906,-1,3661368,3668154,7336
voipphone,0,73906,0,248641,271717,543
nest,0,73906,0,9166,19021,38
toaster,0,73906,0,9392,18337,36
smokedetector,0,73906,0,19503,9011,18
chromecast,0,73906,0,1428844152,1376265231,2752530
appletv,0,73906,0,1815185659,1906973647,3813947
school-laptop,0,73906,0,803007,803096,1606
home,0,73966,0,4020684754,2187361740,4374723
desktopfamily,0,73966,0,607961719,607979801,1215959
dadpc,0,73966,0,607976237,607966010,1215932
regulartv,0,73966,0,1854,1818,3
printer,1,73966,0,19304,9484,18
camera,0,73966,0,98706,402030,804
xbox,0,73966,0,0,0,0
iphone,0,73966,-1,3749295,3627220,7254
googlepixel,0,73966,-1,3665130,3673227,7346
voipphone,0,73966,0,248684,271761,543
nest,0,73966,0,9175,19024,38
toaster,0,73966,0,9402,18362,36
smokedetector,0,73966,0,19527,9014,18
chromecast,0,73966,0,1428844152,1376265232,2752530
appletv,0,73966,0,1815185659,1906973647,3813947
school-laptop,0,73966,0,831943,832022,1664
home,0,74026,0,4021758708,2189446456,4378892
desktopfamily,0,74026,0,608565899,608583792,1217167
dadpc,0,74026,0,608581119,608570683,1217141
regulartv,0,74026,0,1854,1820,3
printer,1,74026,0,19324,9484,18
camera,0,74026,0,98706,402134,804
xbox,0,74026,0,0,0,0
iphone,0,74026,-1,3755015,3631717,7263
googlepixel,0,74026,-1,3666327,3675922,7351
voipphone,0,74026,0,248728,271781,543
nest,0,74026,0,9177,19053,38
toaster,0,74026,0,9417,18371,36
smokedetector,0,74026,0,19554,9021,18
chromecast,0,74026,0,1428844152,1376265234,2752530
appletv,0,74026,0,1815185659,1906973647,3813947
school-laptop,0,74026,0,862142,862267,1724
home,0,74086,0,4022880364,2191622242,4383244
desktopfamily,0,74086,0,609195341,609213263,1218426
dadpc,0,74086,0,609211242,609200247,1218400
regulartv,0,74086,0,1855,1821,3
printer,1,74086,0,19337,9484,18
camera,0,74086,0,98713,402268,804
xbox,0,74086,0,0,0,0
iphone,0,74086,-1,3757217,3634395,7268
googlepixel,0,74086,-1,3668203,3677586,7355
voipphone,0,74086,0,248741,271789,543
nest,0,74086,0,9181,19061,38
toaster,0,74086,0,9422,18377,36
smokedetector,0,74086,0,19573,9025,18
chromecast,0,74086,0,1428844154,1376265236,2752530
appletv,0,74086,0,1815185659,1906973647,3813947
school-laptop,0,74086,0,893650,893775,1787
home,0,74146,0,4024046059,2193888748,4387777
desktopfamily,0,74146,0,609850476,609868419,1219736
dadpc,0,74146,0,609866064,609855295,1219710
regulartv,0,74146,0,1857,1822,3
printer,1,74146,0,19356,9491,18
camera,0,74146,0,98784,402337,804
xbox,0,74146,0,0,0,0
iphone,0,74146,-1,3760720,3635902,7271
googlepixel,0,74146,-1,3669647,3678034,7356
voipphone,0,74146,0,248778,271812,543
nest,0,74146,0,9186,19080,38
toaster,0,74146,0,9426,18384,36
smokedetector,0,74146,0,19595,9033,18
chromecast,0,74146,0,1428844155,1376265238,2752530
appletv,0,74146,0,1815185659,1906973647,3813947
school-laptop,0,74146,0,926379,926516,1853
home,0,74206,0,4025259073,2196247254,4392494
desktopfamily,0,74206,0,610529893,610547866,1221095
dadpc,0,74206,0,610546132,610534743,1221069
regulartv,0,74206,0,1860,1824,3
printer,1,74206,0,19357,9498,18
camera,0,74206,0,98940,402443,804
xbox,0,74206,0,0,0,0
iphone,0,74206,-1,3764094,3640997,7281
googlepixel,0,74206,-1,3671107,3682098,7364
voipphone,0,74206,0,248825,271821,543
nest,0,74206,0,9189,19098,38
toaster,0,74206,0,9432,18410,36
smokedetector,0,74206,0,19598,9036,18
chromecast,0,74206,0,1428844155,1376265238,2752530
appletv,0,74206,0,1815185659,1906973647,3813947
school-laptop,0,74206,0,960385,960522,1921
home,0,74266,0,4026517762,2198693472,4397386
desktopfamily,0,74266,0,611233358,611251821,1222503
dadpc,0,74266,0,611250283,611238170,1222476
regulartv,0,74266,0,1861,1827,3
printer,1,74266,0,19371,9511,19
camera,0,74266,0,99057,402560,805
